band,mjd,ra,dec,altitude,moon_illum_pct,moon_up,moon_sep,zp_scale,sky_scale,sky_bg,zero_point,mag_lim,dream_ext,dt_sec,zp_deficit,sky_excess_mag
r,60973.09033133102,329.9192796276213,-41.94368801882362,66.80294036865234,10.76124301103657,False,67.60824995240732,1.0206542015075684,0.7759386301040649,1273.98486328125,32.06393814086914,23.4227294921875,0.01374053955078125,10.823,-0.02219656918759763,0.27543156560815246
r,60973.093950347225,331.3791341153544,-41.945565425900774,66.90715026855469,10.784232338955846,False,68.61033446583326,1.0912994146347046,0.7728359699249268,1279.0595703125,32.10023498535156,23.56961441040039,0.006587982177734375,1.368,-0.09485980562667351,0.2797816821375617
r,60973.094368680555,331.37919406759676,-41.94562020425651,66.80279541015625,10.786903867718367,False,68.6059746194046,1.115591049194336,0.7691377997398376,1285.206298828125,32.1121826171875,23.614208221435547,0.018472671508789062,7.314,-0.11876255275093457,0.28498961114244054
r,60973.09654835648,332.3181736032251,-41.946733597248354,66.90676879882812,10.800870835783899,False,69.2495920305845,1.0630364418029785,0.7634994983673096,1294.7003173828125,32.08599090576172,23.520122528076172,0.024473190307617188,4.478,-0.0663703819165874,0.29297810986657835
r,60973.09696585648,332.31804831563534,-41.94678735475985,66.80249786376953,10.803555148805815,False,69.24510079789619,1.0609146356582642,0.7630983591079712,1295.3778076171875,32.08490753173828,23.513099670410156,0.01947784423828125,10.378,-0.0642011017089606,0.29354870077223805
r,60973.09774763889,332.7525735717156,-41.947314148641674,66.90721130371094,10.80858942993958,False,69.54464841802258,1.088232398033142,0.76341712474823,1294.839599609375,32.09870910644531,23.57444190979004,0.010129928588867188,17.48,-0.09180412812424357,0.29309525577917694
r,60973.09816583333,332.7525688161194,-41.94726055156111,66.80288696289062,10.811286571849287,False,69.54025844473789,1.0103669166564941,0.7633400559425354,1295.010498046875,32.05843734741211,23.429454803466797,0.026033401489257812,13.391,-0.011197793223006616,0.2932048690087454
r,60973.09943673611,333.2117495975449,-41.94786732425097,66.80254364013672,10.819501132606678,False,69.85162266256515,1.077850103378296,0.7651206851005554,1291.954833984375,32.093502044677734,23.558345794677734,0.019567489624023438,1.832,-0.08139591928326873,0.2906751417258547
i,60973.102847372684,348.82320371520524,-47.42171247860943,71.0740737915039,10.841678823416723,False,78.04681302383116,0.9999129772186279,0.6712434887886047,2366.058349609375,31.862756729125977,22.869840621948242,0.01918792724609375,4.449,9.44878957337865e-05,0.4327997850629792
i,60973.10386940972,356.9978302887284,-50.34507182471682,69.91989135742188,10.848362253266009,False,81.32632559040849,1.0130751132965088,0.7175543904304504,2213.348876953125,31.869853973388672,22.954145431518555,0.01696014404296875,2.14,-0.014104117055260056,0.36036293485238147
i,60973.10438759259,1.3768882487934246,-51.513295364210165,68.84869384765625,10.851757437401243,False,82.99547262466163,1.0646867752075195,0.6857398152351379,2316.123046875,31.896869659423828,23.068538665771484,0.019693374633789062,16.657,-0.06805464899816295,0.409601584791725
i,60973.10585126157,352.4881907286351,-51.78122935485216,67.77449035644531,10.861371569705163,False,78.13771840467105,1.0283546447753906,0.7296532988548279,2176.6474609375,31.877981185913086,23.036094665527344,0.018102645874023438,12.212,-0.03035728496463242,0.34220862422274034
i,60973.107322511576,352.148580181483,-54.58419832452721,64.95191955566406,10.871071232488944,False,76.64270800155926,1.0189552307128906,0.7101096510887146,2236.56201171875,31.873001098632812,23.011531829833984,0.010387420654296875,8.215,-0.020387757657200457,0.37168646205476613
i,60973.10829089121,2.01295269361934,-57.23402490997859,63.14683151245117,10.877475094646643,False,80.02811620233174,0.9930474162101746,0.667504072189331,2379.31640625,31.859018325805664,22.924728393554688,0.014600753784179688,1.28,0.007575035592377453,0.43886520122322015
